Title,Entity,Nationality,Country,From,To,Prohibited Practice,Source,Tipo de sancion del BID,IDB Sanction Source,Other Name
Hebei Construction Group Corporation Limited Zhongshan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shenzhen Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Guangzhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Guangxi Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Zhanjiang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Huizhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Heyuan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Meizhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Maoming Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tanzania Branch,Firm,United Republic of Tanzania," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Concrete Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Chengde Concrete Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Chengde Shaungluan Concrete Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tangshan Concrete Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Rongcheng Concrete Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dingxing Concrete Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Infrastructure Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Road and Bridge Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tianshan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Baoding Highway and Maintenance Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Wuji County Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tang County Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Julu County Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shunping Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Cambodia Branch,Firm,Cambodia," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Ethiopia Branch,Firm,Ethiopia," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Mozambique Branch,Firm,Mozambique," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Xihua Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Gucheng Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Hengfeng Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Kuche Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Anguo Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited No 6 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Handan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited  Inner Mongolia Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Baotou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Qinghuangdao Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dalian Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beidaihe New District Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beidaihe Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Lulong Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Kangping Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shanhaiguan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited No. 3 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shanxi Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Heze Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Qingyuan District Zhongyuan Components Factory,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Xinjiang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Binzhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Renqiu Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Hengshui Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Baoding Lianchi Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Baoding Baigou New City Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Jinzhong Xiyang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Jinan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dezhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Pingyuan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Gaoqing Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dongying Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shandong Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Jining Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shijiazhuang Architectural,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Architectural Design and Research Institute Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Gaoyi Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Garden Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing No 7 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing No 9 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing No 4 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Haikou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Huailai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing No 5 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Boye Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shanggao Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Zhangshu Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Laishui Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tianjin Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Gaobeidian Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dingzhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tianjin Intelligent Building,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited No 1 Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Baoding Mancheng Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Pingquan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Xiongxian Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Anxin Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Wangdu Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tangshan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Fengnan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Luannan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Yutian Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Qianan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Materials and Equipment Leasing Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Chengde Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Jilin Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Xinglong Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Construction Installation B,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Guan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Langfang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Xianghe Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dacheng Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Wenan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Fuping Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shijiazhuang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited  Nangong Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Guangzong County Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Xingtai Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Dengfeng Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Henan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Luoyang Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Handan Yongnian District Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Qiu County Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Shijiazhuang High Tech District Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Hunan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited  Hubei Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Hefeng Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Youwei Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Beijing Airport Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Airport Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Xi'an Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited  Li County Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Qingyuan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Decoration Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Baoding Xushui District Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Tengchong Shitoushan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Yinchuan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Yunnan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Kunming Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Lushan Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Sunig Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Wenzhou Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
Hebei Construction Group Corporation Limited Qinglong Branch,Firm,China," China",2024-09-13T00:00,2027-07-22 00:00:00," Fraud",ADB cross debarment,NULL,NULL,NULL
TELCONET S.A.,Firm,Ecuador," Ecuador",2024-12-19T00:00,2035-12-18 00:00:00," Corruption",IDB,Debarment w/ conditional release,SCOM,Sanctions Committee
Marion Tomislav Topic Granados,Individual,Ecuador," Ecuador",2024-12-19T00:00,2035-12-18 00:00:00," Corruption",IDB,Debarment w/ conditional release,SCOM,Sanctions Committee
Jan Tomislav Topic Feraud,Individual,Ecuador," Ecuador",2024-12-19T00:00,2035-12-18 00:00:00," Corruption",IDB,Debarment w/ conditional release,SCOM,Sanctions Committee
Megadatos S.A.,Firm,Ecuador," Ecuador",2024-12-19T00:00,2035-12-18 00:00:00," Corruption",IDB,Debarment w/ conditional release,SCOM,Sanctions Committee
Cable Andino USA Inc.,Firm,United States of America," Ecuador",2024-12-19T00:00,2035-12-18 00:00:00," Corruption",IDB,Debarment w/ conditional release,SCOM,Sanctions Committee
Cable Andino S.A. Corpandino,Firm,Ecuador," Ecuador",2024-12-19T00:00,2035-12-18 00:00:00," Corruption",IDB,Debarment w/ conditional release,SCOM,Sanctions Committee
Cable Andino Inc.,Firm,Bahamas," Ecuador",2024-12-19T00:00,2035-12-18 00:00:00," Corruption",IDB,Debarment w/ conditional release,SCOM,Sanctions Committee
Nishan Engineers (PVT) Limited,Firm,Pakistan," Pakistan",2025-01-02T00:00,2028-02-28 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Nishan Engineers UK Ltd.,Firm,United Kingdom of Great Britain and Northern Ireland," Pakistan",2025-01-02T00:00,2028-02-28 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Nishan Trading UK Ltd.,Firm,United Kingdom of Great Britain and Northern Ireland," Pakistan",2025-01-02T00:00,2028-02-28 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Muhammad Ali,Individual,Pakistan," Pakistan",2025-01-02T00:00,2028-02-28 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
GES Plan Sh.p.k.,Firm,Kosovo," Kosovo",2025-01-02T00:00,2026-12-02 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
CNN Caucasia LLC,Firm,Georgia," Azerbaijan",2025-01-02T00:00,2026-12-09 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Carlos Xavier Aray Merino,Individual,Ecuador," Ecuador",2024-12-18T00:00,2027-12-17 00:00:00," Corruption",IDB,Debarment,SOFF,Sanctions Officer
Viva Atlantic Limited,Firm,Nigeria," Nigeria",2025-01-15T00:00,2027-07-14 00:00:00," Corruption, Fraud, Collusion",WBG cross debarment,NULL,NULL,NULL
Technology House Limited,Firm,Nigeria," Nigeria",2025-01-15T00:00,2027-07-14 00:00:00," Fraud, Collusion",WBG cross debarment,NULL,NULL,NULL
Norman Bwuruk Didam,Individual,Nigeria," Nigeria",2025-01-15T00:00,2027-07-14 00:00:00," Corruption, Fraud, Collusion",WBG cross debarment,NULL,NULL,NULL
Oliver Otto,Individual,Germany," Ecuador",2025-02-08T00:00,2036-02-07 00:00:00," Corruption, Fraud, Obstruction",IDB,Debarment,SOFF,Sanctions Officer
Inge Otto,Individual,Germany," Ecuador",2025-02-08T00:00,2036-02-07 00:00:00," Corruption, Fraud, Obstruction",IDB,Debarment,SOFF,Sanctions Officer
ON’S Industry Germany Limited Zweigniederlassung,Firm,Germany," Ecuador",2025-02-08T00:00,2036-02-07 00:00:00," Corruption, Fraud, Obstruction",IDB,Debarment,SOFF,Sanctions Officer
Futura Climatização e Energia Renovavel Distribuidora Comercio e Servicos Ltda.,Firm,Brazil," Brazil",2023-11-01T00:00,2029-10-31 00:00:00," Corruption, Fraud",IDB,Debarment,SCOM,Sanctions Committee
Néstor Alfredo Domínguez Hernández,Individual,Guatemala," Regional",2025-02-17T00:00,2026-08-16 00:00:00," Fraud",IDB,Debarment,SOFF,Sanctions Officer
Hidralrica Distribuição de Tubas e Conexões Eireli,Firm,Brazil," Brazil",2025-05-23T00:00,2026-08-24 00:00:00," Collusion",WBG cross debarment,NULL,NULL,NULL
Networks Europe LP,Firm,United Kingdom of Great Britain and Northern Ireland," Azerbaijan",2025-05-23T00:00,2027-03-05 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
Mr. Oscar Di Santo,Individual,Italy," Montenegro",2025-05-23T00:00,2027-03-17 00:00:00," Collusion, Fraud, Corruption",WBG cross debarment,NULL,NULL,NULL
"Panaque, S.R.L.",Firm,Italy," Montenegro",2025-05-23T00:00,2027-03-17 00:00:00," Collusion, Fraud, Corruption",WBG cross debarment,NULL,NULL,NULL
Panaque 2025,Firm,Italy," Montenegro",2025-05-23T00:00,2027-03-17 00:00:00," Collusion, Fraud, Corruption",WBG cross debarment,NULL,NULL,NULL
"Xinjiang Xiaohaizi Water Conservancy Construction and Installation Engineering Co., Ltd. (""Xinjiang Xiaohaizi"")",Firm,China," China",2025-05-23T00:00,2026-06-14 00:00:00," Fraud",WBG cross debarment,NULL,NULL,NULL
"Yunnan Anry Machinery Equipment Technology Development Co., Ltd.",Firm,China," China",2025-05-23T00:00,2028-06-21 00:00:00," Collusion, Obstruction",WBG cross debarment,NULL,NULL,NULL
Mr. Ricardo Checa Hernandez,Individual,Brazil," Brazil",2025-05-23T00:00,2026-08-24 00:00:00," Collusion",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
"Urumqi Zhenyu Global Trading Co., Ltd. (“Zhenyu”)",Firm,China," Kyrgyzstan",2025-05-07T00:00,2026-11-06 00:00:00," Fraud",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
Hunan Zhongge Construction Group Corporation Ltd. (“Hunan Zhongge”),Firm,China," China",2025-05-16T00:00,2029-11-15 00:00:00," Corruption, Fraud, Obstruction",WBG cross debarment,Debarment w/ conditional release,NULL,NULL
